0.05,0.0,0.0,0.0,0.07,0.05,0.17,0.02,555,-0.5535714285714286,87.0,7549.0,15.28,6.089026927947998,1.0
0.28,0.0,0.0,0.0,0.06,0.01,0.25,0.08,144,0.5,4.0,1176.0,50.5,1.8396787643432617,1.0
0.06,0.0,1.0,0.0,0.07,0.03,0.22,0.05,2102,-0.20279720279720279,25.0,27810.0,176.72,25.123435974121094,1.0
0.05,0.0,1.0,0.0,0.08,0.05,0.19,0.03,427,-0.3424657534246575,46.0,6426.0,22.74,6.403949737548828,1.0
0.06,0.0,1.0,0.0,0.03,0.03,0.19,0.03,393,-0.36,26.0,4772.0,29.96,4.751351356506348,1.0
0.04,0.0,0.0,0.0,0.06,0.03,0.23,0.03,317,0.38461538461538464,23.0,3078.0,21.96,3.058903455734253,1.0
0.06,0.0,0.0,0.0,0.06,0.02,0.18,0.02,274,-0.3333333333333333,13.0,3091.0,39.77,4.620935440063477,1.0
0.04,0.0,0.0,0.0,0.05,0.05,0.17,0.03,495,-0.21739130434782608,54.0,6084.0,18.98,6.800992488861084,1.0
0.04,0.0,0.0,0.0,0.07,0.05,0.15,0.06,467,0.05555555555555555,45.0,5588.0,21.67,6.724246978759766,1.0
0.05,0.0,0.0,0.0,0.05,0.04,0.22,0.05,175,-0.4,7.0,1474.0,36.57,1.7132363319396973,1.0
0.03,0.0,1.0,0.0,0.08,0.04,0.22,0.03,385,-0.38181818181818183,40.0,4589.0,19.05,3.825155258178711,1.0
0.07,0.0,1.0,0.0,0.07,0.01,0.18,0.06,98,1.0,6.0,830.0,23.5,1.3411059379577637,1.0
0.04,0.0,1.0,0.0,0.06,0.04,0.15,0.02,530,0.053763440860215055,61.0,6500.0,18.43,4.886106491088867,1.0
0.05,0.0,0.0,0.0,0.09,0.02,0.24,0.01,782,-0.14634146341463414,49.0,9977.0,31.8,8.734757423400879,1.0
0.05,0.0,0.0,0.0,0.09,0.07,0.12,0.03,336,-0.17073170731707318,28.0,3658.0,22.61,3.129211187362671,1.0
0.04,0.0,0.0,0.0,0.07,0.05,0.15,0.02,429,-0.014084507042253521,61.0,5400.0,14.98,4.564621925354004,1.0
0.06,0.0,0.0,0.0,0.08,0.05,0.19,0.0,50,0.0,5.0,436.0,12.8,0.5879172682762146,1.0
0.04,0.0,0.0,0.0,0.05,0.05,0.13,0.02,125,0.06666666666666667,9.0,1071.0,21.89,1.3903700113296509,1.0
0.02,0.0,1.0,0.0,0.07,0.05,0.19,0.01,515,0.582089552238806,80.0,7728.0,18.58,3.503401756286621,1.0
0.07,0.0,0.0,0.0,0.09,0.01,0.19,0.02,158,0.0,9.0,1624.0,27.56,2.998640775680542,1.0
0.03,0.0,0.0,0.0,0.08,0.07,0.16,0.01,329,-0.4482758620689655,12.0,3241.0,48.67,2.6473660469055176,1.0
0.05,0.0,1.0,0.0,0.03,0.04,0.16,0.03,266,-0.6842105263157895,30.0,3350.0,19.17,4.2099761962890625,1.0
0.06,0.0,0.0,0.0,0.05,0.04,0.16,0.01,252,-0.14285714285714285,30.0,2631.0,15.57,3.2005090713500977,1.0
0.03,0.0,0.0,0.0,0.07,0.05,0.21,0.02,984,-0.29949238578680204,89.0,17184.0,31.92,8.583699226379395,1.0
0.05,0.0,1.0,0.0,0.07,0.07,0.13,0.02,259,0.1111111111111111,14.0,2349.0,29.79,3.028074264526367,1.0
0.07,0.0,0.0,0.0,0.05,0.02,0.18,0.05,240,-0.3333333333333333,19.0,2917.0,23.89,3.8822286128997803,1.0
0.04,0.0,0.0,0.0,0.06,0.04,0.18,0.03,469,-0.047619047619047616,35.0,5797.0,26.31,5.398268222808838,1.0
0.04,0.0,1.0,0.0,0.05,0.05,0.15,0.02,635,-0.24705882352941178,58.0,7573.0,23.4,6.611727714538574,1.0
0.05,0.0,0.0,0.0,0.14,0.01,0.2,0.01,101,-1.0,11.0,1044.0,14.18,1.2119330167770386,1.0
0.03,0.0,0.0,0.0,0.07,0.05,0.21,0.02,428,0.058823529411764705,40.0,4813.0,21.12,4.193631649017334,1.0
0.1,0.0,0.0,0.0,0.1,0.06,0.17,0.02,171,-0.6666666666666666,3.0,1382.0,77.67,1.8051434755325317,1.0
0.06,0.0,1.0,0.0,0.04,0.03,0.18,0.04,331,-0.5454545454545454,28.0,3467.0,20.43,4.448013782501221,1.0
0.03,0.0,1.0,0.0,0.07,0.05,0.19,0.01,1417,-0.008130081300813009,129.0,20232.0,26.43,10.193621635437012,1.0
0.18,0.0,0.0,0.0,0.05,0.02,0.21,0.13,41,-1.0,2.0,309.0,26.0,0.6951754689216614,1.0
0.03,0.0,0.0,0.0,0.07,0.03,0.21,0.01,400,-0.6666666666666666,19.0,4370.0,37.11,4.688758850097656,1.0
0.07,0.0,0.0,0.0,0.04,0.02,0.15,0.05,86,-0.7777777777777778,3.0,737.0,41.33,2.362549066543579,1.0
0.04,0.0,1.0,0.0,0.1,0.02,0.24,0.04,187,-0.8787878787878788,12.0,2131.0,27.42,1.177971363067627,1.0
0.04,0.0,1.0,0.0,0.07,0.04,0.17,0.01,518,0.04225352112676056,68.0,6797.0,17.01,5.5180158615112305,1.0
0.07,0.0,0.0,0.0,0.04,0.05,0.22,0.04,174,0.0,10.0,1456.0,25.2,2.024660348892212,1.0
0.04,0.0,1.0,0.0,0.05,0.03,0.19,0.02,128,0.3333333333333333,10.0,1053.0,19.3,1.831322431564331,1.0
0.09,0.0,1.0,0.0,0.05,0.04,0.11,0.15,217,0.4666666666666667,18.0,2701.0,21.56,2.1879565715789795,1.0
0.11,0.0,1.0,0.0,0.01,0.04,0.16,0.12,110,-1.0,6.0,1012.0,27.0,1.732446551322937,1.0
0.03,0.0,0.0,0.0,0.06,0.05,0.16,0.01,193,-0.36363636363636365,13.0,2103.0,28.0,2.347334384918213,1.0
0.09,0.0,0.0,0.0,0.03,0.02,0.22,0.01,100,-0.5,8.0,732.0,16.75,1.3486878871917725,1.0
0.05,0.0,0.0,0.0,0.04,0.03,0.16,0.02,211,-0.07692307692307693,22.0,2063.0,17.55,1.8968102931976318,1.0
0.07,0.0,0.0,0.0,0.07,0.07,0.16,0.0,161,0.4,7.0,1378.0,34.71,1.973928689956665,1.0
0.1,0.0,0.0,0.0,0.04,0.03,0.2,0.05,214,-0.3333333333333333,14.0,2014.0,24.5,2.6905624866485596,1.0
0.04,0.0,0.0,0.0,0.06,0.03,0.15,0.06,107,0.14285714285714285,9.0,963.0,17.56,2.2417001724243164,1.0
0.03,0.0,0.0,0.0,0.06,0.04,0.22,0.04,222,-0.7142857142857143,17.0,2296.0,21.76,2.2615349292755127,1.0
0.09,0.0,0.0,0.0,0.04,0.04,0.19,0.04,63,0.0,5.0,413.0,15.0,0.9656463861465454,1.0
0.07,0.0,0.0,0.0,0.07,0.04,0.15,0.04,132,-0.3333333333333333,6.0,1257.0,35.17,1.2412281036376953,1.0
0.02,0.0,0.0,0.0,0.08,0.08,0.21,0.03,184,-0.1,8.0,1635.0,36.25,1.987833857536316,1.0
0.05,0.0,0.0,0.0,0.04,0.04,0.18,0.05,350,-0.13043478260869565,33.0,5037.0,25.79,5.104446887969971,1.0
0.02,0.0,0.0,0.0,0.05,0.05,0.21,0.02,201,-0.7777777777777778,19.0,1918.0,17.42,2.1913716793060303,1.0
