rex tillerson businessman nomin donald trump next us secretari state long time director us russian oil firm base tax haven bahama leak document show tillerson chief execut exxonmobil becam director oil compani s russian subsidiari exxon neftega name rw tillerson appear next offic base houston texa moscow sakhalin russia s far east donald trump s secretari state nomine rex tillerson leak document come corpor registri bahama one m file given germani newspap süddeutsch zeitung anonym sourc registri public detail individu director typic incomplet miss entir though noth untoward directorship report like rais fresh question tillerson s relationship russia ahead potenti stormi confirm hear us senat foreign relat committe exxon said sunday tillerson longer director becom compani s ceo exxonmobil s use offshor regim legal may also jar trump s avow put america first tillerson s critic say close russian presid vladimir putin appoint rais potenti conflict interest exxonmobil world s largest oil compani long time eye russia s vast oil ga deposit tillerson current exxon stock worth m sinc nomin tillerson s russia tie becom sourc bipartisan concern putin award russian order friendship tillerson close igor sechin head russian state oil compani rosneft de facto second power figur insid kremlin hardlin sechin ex kgb tillerson s award follow deal exxonmobil rosneft explor kara sea russia s arctic put hold obama administr impos wide rang sanction russia sanction punish putin s crimea annex spring russia s undercov invas eastern ukrain ban cover us share sophist offshor shale oil technolog exxon suppos halt drill rosneft firm success plead us treasuri depart delay ban week kremlin threaten seiz rig brief window exxon discov major arctic field m barrel new oil tillerson criticis us govern s polici russia told exxon s annual meet support sanction ad alway encourag peopl make decis consid broad collater damag realli harm wide assum investor new trump administr will drop sanction allow kara joint ventur resum boost exxon s share price yield potenti profit ten billion dollar accord compani record tillerson current own m stock exxon pension worth m vladimir putin rex tillerson shake hand facebook twitter pinterest vladimir putin award rex tillerson russian order friendship photograph alexei nikolski tass senat foreign relat committe current split republican democrat sever heavyweight republican includ john mccain rais doubt tillerson s nomin lack experi america s top diplomat four decad spent exclus oil industri republican senat marco rubio sit committe said tuesday seriou concern give tillerson job rubio prais respect businessman said next secretari state must someon view world moral clariti clear sens america s interest tillerson like get rid exxon stock narrowli republican major senat confirm appoint controversi link russia come time topic polit red hot cia said earlier month kremlin hacker stolen email democrat nation committe top democrat order help trump presid elect dismiss cia s assess call ridicul democrat presidenti candid hillari clinton say putin target reason person reveng well oil ga obama administr impos person sanction putin s friend includ sechin sechin said one ambit ride road unit state motorcycl tillerson current sechin forbidden enter countri new revel tillerson s directorship shed light use multin compani contriv offshor structur now scrutini follow april s massiv panama paper leak exxon neftega s import oil ga project sakhalin locat sub arctic frozen difficult access north east coast russia s sakhalin island km mile away subsidiari s offici busi home nassau semi tropic capit bahama bahama notori secreci corpor tax rate zero document bahama corpor registri share süddeutsch zeitung guardian intern consortium investig journalist washington dc show exxon regist least compani secret tax haven cover oper countri russia venezuela azerbaijan robert gate criticis laid back us respons russia elect hack read exxon neftega featur leak offshor document oil firm incorpor law firm nassau higg johnson anoth veteran law firm loboski manag ltd subsequ took regist agent compani secretari sophia kishinevski sign paperwork made annual file exxon said comment whether tillerson now divest exxon hold resign posit exxon entiti said oil firm incorpor affili bahama simplic predict done reduc tax countri compani oper exxon said incorpor compani bahama decreas exxonmobil s tax liabil countri entiti gener incom firm one largest taxpay world effect global tax rate said effect tax rate past three year ad compar favour fortun compani substanti lower effect tax rate exxonmobil,-1.0
presid elect donald trump nomin mick mulvaney conserv republican congressman south carolina known budget hawk director offic manag budget statement issu saturday morn shortli trump tweet inflammatori comment china s seizur us navi drone south china sea trump call mulvaney high energi leader deep convict respons manag nation s financ save countri drown red ink trump also said mulvaney budget director administr make smart choic renew american taxpay s trust money spent mulvaney said help restor budgetari fiscal saniti eight year control tax spend financi agenda barack obama like trump nomin budget director s job requir senat approv mulvaney s nomin follow pattern trump turn individu record appar hostil agenc nomin lead exampl oklahoma attorney gener scott pruitt lead critic climat chang theori nomin lead environment protect agenc move billionair charter school advoc betsi devo nomin educ secretari alabama senat jeff session critic vote right legisl nomin attorney gener announc mulvaney made trump take offic januari began holiday vacat mar lago oceanfront club palm beach florida mulvaney outspoken critic former hous speaker john boehner resign amid opposit fellow republican member hous freedom caucu select point strategi trump cut govern can presid elect recent rail call far expens new version air forc one aircraft will use boe suppos build mick head omb trump said statement administr go make smart choic america s budget bring new account feder govern renew american taxpay s trust money spent mulvaney said day famili across nation make disciplin choic spend hard earn money feder govern exercis discret hard work american everi day said friday night trump vow seek approv congress tn new spend rebuild countri s crumbl network road bridg airport infrastructur way creat job make need repair go fix countri s time choic s time trump said ralli orlando florida,-1.0
donald trump appear clue lead superpow conclus china s global time newspap monday morn countri s media weigh presid elect s latest social media assault beij don t let china tie slide full conflict mode obama urg trump read trump behav presid will becom master white hous month communist parti control newspap wrote editori bear sens lead superpow articl came us presid elect use twitter block china sinc berat leader world s second largest economi china steal unit state navi research drone intern water rip water take china unpresid sic act trump tweet earli saturday morn emerg chines navi seiz us naval drone oper south china sea second tweet trump wrote charact threaten alien china s ruler alreadi reel trump s recent decis hold minut phone call taiwanes presid tsai ing wen threat upend long stand us polici taiwan friday presid obama caution trump allow relat china slip full conflict mode editori fervent nationalist global time state run tabloid sometim reflect offici think indic deterior certainli card trump continu act peopl china unsur whether billionair s attack beij part attempt wage psycholog war simpli exampl amateurish treat china assum offic way tweet china will exercis restraint newspap warn chines govern fulli prepar hardlin trump onlin video view hundr thousand time newspap s controversi editor hu xijin said don t know play psycholog card china fact just unprofession china teach lesson might learn respect china sworn comment piec front page oversea edit communist parti s offici mouthpiec peopl s daili also suggest beij cow trump s provoc difficult understand true psycholog wrote hua yiwen paper describ intern affair expert china shouldn t spend much effort tri guess think simpli stand firm take control situat handl calmli bill bishop washington dc base china expert said sens abject despair us capit trump conduct us china relat misspel tweet unpresid behaviour preced elect joke bishop funni stake weren t high china plan take taiwan forc trump call state media say read busi deal polit relationship nuclear power alreadi path toward conflict sever dimens ad bishop publish influenti sinoc newslett kind uncertainti kind petul kind random tweet grand strategi go push chines heel go make concess juvenil immatur inexperienc behaviour potenti lead mani problem us china relationship pretti seriou damag ramif bishop question chines media s suggest trump s tweet part wili psycholog ploy forc trade concess beij wouldn t ascrib brilliant psycholog warfar skill donald trump said possibl trump s tweet part ingeni new master plan sino us relat emerg inaugur januari bishop skeptic think like xi jinp wake decemb declar china democraci,-1.0
latest twitter tirad presid elect donald trump claim won vote rival hillari clinton done even better elect possibl winner base popular vote campaign differ said republican insist strategi sophist won nearli three million fewer vote democrat candid prevail elector colleg arcan import institut formal certifi earlier week winner presidenti elect manhattan billionair appar still chafe critic claim lack popular mandat exactli elector colleg two tweet wednesday morn mr trump said campaign win elector colleg much difficult sophist popular vote hillari focus wrong state might also like famou peopl die frozen woman mannequin fool polic socialis colleagu twitterimag copyrighttwitt businessman spend festiv season resort florida ad heard pundit comment discuss fact spent far less money win hillari loss mr trump appear conced final lost popular vote late last month erron claim tweet addit win elector colleg landslid won popular vote deduct million peopl vote illeg later tweet seriou voter fraud virginia new hampshir california elector illeg adduc us elect offici observ mr trump will inaugur th us presid januari,-1.0
donald trump s januari inaugur draw closer presid elect s administr start take shape tell us can expect trump presid although incom presid fill execut branch job scatter across dozen agenc depart bureau top level cabinet posit requir senat confirm far trump transit team announc nomine spot th interior secretari reportedli go ryan zink montana first basic white men first time sinc none top four depart state defenc treasuri justic will head woman member ethnic minor group ben carson tap depart hous urban develop african american elain chao transport nikki haley un ambassador asian six previous held elect offic one ms chao prior experi run feder agenc mark signific chang past presidenti administr well stock experienc polit hand mr trump s cabinet mix rich businessmen former militari leader conserv true believ may campaign anti establish outsid s mostli surround power wealthi influenti men mani may outsid game elect polit re exactli drawn rank angri populist mass s closer look shake can follow anthoni twitter awzurch captain industri exxonmobil head rex tillerson sit sharehold meet dalla imag copyrightgetti imag imag caption rex tillerson hope move exxonmobil boardroom white hous cabinet meet american voter elect businessman polit experi presid s fill mani top administr job businessmen polit experi lead way rex tillerson helm intern energi conglomer exxonmobil sinc secretari state ventur capitalist former goldman sach execut steven mnuchin treasuri notabl pick includ call king bankruptci wilbur ross commerc fast food mogul andrew puzder labor ve learn mr trump campaign global elit said strip work class wealth look wall street insid corpor chieftain key administr spot howev post elect action signal decidedli differ mental read rex tillerson wildcard diplomat steven mnuchin secretari treasuri nomine andrew puzder secretari labor come gener one point campaign mr trump quip knew fight call islam state mani gener current run us militari oper came time fill nation secur apparatu howev presid elect frequent turn militari brass gener jame matti testifi congressimag copyrightgetti imag imag caption jame matti former gener donald trump like jame matti defenc john kelli homeland secur retir gener michael flynn mr trump slate nation secur advis posit requir senat confirm taken individu pick unremark ex militari leader sometim wind presidenti administr democrat republican colin powel georg w bush s secretari state david petraeu ran central intellig agenc barack obama togeth howev mr trump s pick give administr decidedli martial bent may mock mr obama s gener mr trump attend militari school youth seem inclin favour spit polish militari leadership militari one institut still view favour american public mr trump seem happi march along ve learn candid trump often espous less interventionist foreign polici campaign trail presid elect trump s decis surround gener indic will quicker trigger read jame matti secretari defens nomine john kelli secretari homeland secur nomine michael flynn nation secur advisor vanquish former presidenti candid rick perri call mr trump cancer republican parti ben carson anoth primari oppon question busi mogul s religi faith now mr trump chosen head cabinet depart administr donald trump ben carson slap hand presidenti debat imag copyrightgetti imag imag caption donald trump name ben carson presidenti team s certain amount ironi mr perri s select given slot head depart energi famous forgot name list cabinet level post d cut republican primari debat although mr trump name two former adversari administr s also rumour consid former comput execut carli fiorina intellig agenc post s new jersey governor chri christi reportedli offer sever cabinet level posit pass attorney gener s foe turn friend now seem forgotten ve learn face mr trump past isn t necessarili deal breaker presid elect subsequ bent knee offer mr carson mr perri key bygon bygon read rick perri secretari energi nomine ben carson secretari hous urban develop nomine congressman tom price presid hous budget committe hear imag copyrightgetti imag imag caption tom price chair hous budget committe washington power player insid accord recent stori politico mr trump s transit team beset conflict establish parti player led incom chief staff reinc priebu conserv outsid help run trump campaign number cabinet posit appear establish land peopl want tom price slate health human servic member republican leadership hous repres betsi devo head educ long time conserv activist republican parti donor elain chao serv labour secretari presid georg w bush marri senat republican leader mitch mcconnel south carolina governor nikki haley consid parti rise star nomine us ambassador unit nation given mr trump like hand presid come day day manag administr depart head will wield consider power next four year presid elect said portion barack obama s healthcar reform like instanc chanc mr price will use health secretari author strip programm much power may sit former vice presid al gore talk climat chang environment protect agenc nomine scott pruitt outspoken critic legal oppon agenc will head ve learn mr trump rail polit establish campaign trail nomine comfort washington swamp tension insid outsid trump transit team like continu well presid read betsi devo secretari educ nomine nikki haley unit nation ambassador nomine loyalist first trump cabinet nomine announc senat jeff session attorney gener also one first nation politician endors new yorker s presidenti campaign donald trump receiv endors senat jeff session ralli august imag copyrightgetti imag imag caption alabama senat jeff session took chanc donald trump reward sever high profil trump polit donor advis also hand top posit includ mr mnuchin mr ross mr puzder linda mcmahon gave m trump campaign affili polit group pick head small busi administr also largest donor trump famili s charit foundat anoth trump donor todd rickett land deputi posit commerc depart meanwhil earli outspoken trump advoc pass plum posit includ former new york mayor rudi giuliani former hous speaker newt gingrich former republican vice presidenti nomine sarah palin former massachusett senat scott brown emerg polit graveyard take earli gambl mr trump yet reward effort ve learn fieri speech televis appear nice one quickest way mr trump s corridor power appear open chequebook,-1.0
obama administr prepar announc respons may includ cyber oper alleg russian interfer last month s elect accord washington post report cite anonym u s offici report say detail still final like includ new econom sanction presid obama said administr respond russian meddl u s elect think doubt foreign govern tri impact integr elect need take action will time place choos mr obama told npr s steve inskeep earlier month may explicit public may intellig offici believ russia involv hack democrat server last summer russia dismiss charg ian bremmer impact russia hack china drone controversi execut order intend give presid author respond foreign cyberattack howev offici conclud order give presid author respond russian meddl american elect prompt last ditch effort within administr expand presid s author matter accord post offici also tri figur way make difficult presid elect trump frequent spoken improv relat russia diminish respons obama administr part goal make sure much record public commun congress form difficult simpli walk back post quot senior administr offici say announc respons come earli week paper state offici quot stori say hope creat deterr futur elect meddl nation much concern happen us elect also concern will happen us futur post quot administr offici say firmli convinc russian other will say work pretti well let s keep go elect everi two year countri,-1.0
presid elect donald trump escal rhetor presid obama wednesday accus current presid roadblock lead inaugur day tweet wednesday morn mr trump said best disregard inflammatori statement roadblock mr obama mr trump presum still respond mr obama s comment podcast interview releas monday said abl mobil american mr trump abl run third term confid vision m confid run articul think ve mobil major american peopl ralli behind mr obama said interview david axelrod former senior polit advisor releas axelrod s podcast axefil know convers ve peopl around countri even peopl disagre say vision direct point toward right one comment appear gotten mr trump s skin wednesday s tweet third three day mr obama monday mr trump tweet way mr obama defeat abl run third term year tuesday mr trump said mr obama campaign hard person import swing state lost mr trump mr obama seem move past scath campaign trail rhetor week immedi follow elect day talk phone sever occas speak posit term interact meet new york time novemb mr trump describ great meet mr obama didn t know d like mr trump said probabl thought mayb wouldn t realli enjoy lot inaugur day approach appear goodwil go last mr trump critic sever mr obama s recent decis includ abstent unit nation secur council vote condemn isra settlement mr obama offer veil critic mr trump recent public speech appear exampl speak asid japanes prime minist shinzo abe pearl harbor tuesday mr obama said even hatr burn hottest even tug tribal primal must resist urg turn inward must resist urg demon differ,-1.0
presid elect donald trump tap former bush aid tom bossert serv assist presid homeland secur counterterror transit team announc tuesday tom bring enorm depth breadth knowledg experi protect homeland senior white hous team mr trump said statement handl complex homeland secur counterterror cybersecur challeng will invalu asset administr post will return white hous bossert previous serv deputi homeland secur advisor former presid georg w bush spent two year white hous s director infrastructur protect polici sinc leav white hous bossert run nation secur consult busi serv fellow atlant council focus cybersecur mr trump s transit team said posit bossert select recent perform deputi nation secur advisor mr trump s administr job elev restor independ statu lt gen michael flynn ret will serv mr trump s nation secur advisor look forward work close gen flynn togeth help presid elect advanc interest unit state alli bossert said statement,-1.0
albani n y businessman co chair trump campaign new york state said tuesday recent derogatori statement presid barack obama wife weren t meant public nevertheless inappropri mistak carl paladino said intend email respons weekli altern public s survey go coupl friend newspap said mistakenli hit repli comput instead forward millionair develop told artvoic last week hope presid obama die mad cow diseas michel obama return male paladino s tuesday statement first report buffalo s wben radio apolog minor say never intend hurt anti obama remark comment spark outrag variou polit circl includ trump s transit team call develop s comment absolut reprehens paladino s comment even drew rebuk son william run famili s develop firm younger paladino call statement disrespect absolut unnecessari father s earlier comment presid prompt least two petit one call remov buffalo school board seek remov name student town hous st bonaventur univers alma mater recipi million donat carl paladino year paladino school board member sinc also said won t resign elect posit board m leav school board said statement s time help implement real choic element trump s plan educ reform board hold special meet thursday discuss board member conduct new york school board member typic can remov state educ commission paladino unsuccess ran governor republican democrat defeat gov andrew cuomo call comment obama racist ugli reprehens paladino made comment friday respons artvoic survey ask local artist perform busi owner new year s wish list ask like happen paladino respond hope obama catch mad cow diseas caught relat cow die buri cow pastur ask like see go away said michel obama d like return male let loos outback zimbabw live comfort cave maxi gorilla wrote email statement ap paladino claim comment noth race instead reflect opinion presid s perform offic merri christma tough luck don t like answer wrote recent august paladino fals claim mr obama christian tell new york observ averag american doubt muslim paladino critic reveal forward friend racial charg email depict mr obama pimp paladino made mention comput mistak statement releas friday public post comment websit instead statement rip obama call presid yellow belli coward claim first ladi hate america husband won white hous,-1.0
presid elect donald trump took twitter monday night defend charit foundat donald j trump foundat just two day announc will dissolv post mr trump say gave million dollar trump foundat also said money goe wonder chariti claim littl evid follow donald j trump realdonaldtrump gave million dollar djt foundat rais reciev million given chariti media won t report pm dec retweet like follow donald j trump realdonaldtrump djt foundat unlik foundat never paid fee rent salari expens money goe wonder chariti pm dec retweet like despit mr trump s assert given million dollar trump foundat news report indic mr trump vastli oversel charit give sinc releas tax return s imposs verifi much money given chariti accord washington post mr trump given one traceabl person donat sinc polic athlet leagu new york citi trump foundat mr trump given million group sinc incept contribut sinc mean organ larg fund peopl recent year addit sever report establish mr trump use money foundat help polit interest washington post report exampl mr trump use foundat fund settl legal disput even buy two larg portrait one hung wall trump own golf resort paid fine intern revenu servic ir earlier year reveal foundat made polit contribut violat tax law seri tweet came just two day mr trump announc shutter foundat wake question possibl conflict interest mr trump said christma eve statement direct counsel begin take step toward dissolv foundat howev formal shut new york state attorney gener s offic complet investig foundat avoid even appear conflict role presid decid continu pursu strong interest philanthropi way mr trump said statement mr trump s tweet trump foundat also came just hour insist twitter way presid obama beaten hypothet elect two men critic unit nation live great potenti,-1.0
